CNT,SCHOOLID,StIDStd,ST24Q01,ST24Q02,ST24Q03,ST24Q04,ST24Q05,ST24Q06,ST24Q07,ST24Q08,ST24Q09,ST24Q10,ST24Q11,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST27Q05,ST27Q06,ST27Q07,ST27Q08,ST27Q09,ST27Q10,ST27Q11,ST27Q12,ST27Q13,CSTRAT,ELAB,MEMOR,Reading,ESCS,gender,immig2
USA,149,4693,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,3,3,3,2,3,3,2,-0.2945,0.3277,-0.5436,373.11,0.4464,1,0
USA,149,4714,1,4,3,1,3,1,4,2,1,3,4,3,3,4,1,4,2,4,2,2,1,3,2,1,-0.8077,-1.0185,1.7893,488.22,0.3081,1,0
USA,149,4690,2,2,2,2,1,2,2,2,2,2,2,3,4,4,4,2,3,3,1,3,2,4,1,3,0.7826,-0.2743,0.6832,544.38,-1.155,1,0
USA,149,4692,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,-1.0786,0.0385,-0.9276,548.12,0.053,1,0
USA,149,4711,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,1,3,3,2,3,2,1,-0.2945,0.3277,-0.2055,461.81,-0.7428,0,0
USA,149,4700,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,448.35,-0.5489,0,0
USA,149,4712,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.9276,357.68,-0.7343,0,1
USA,149,4705,1,1,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,364.65,-1.3107,0,0
USA,149,4708,1,1,1,1,1,1,1,1,1,1,1,4,3,4,2,2,3,2,2,2,2,2,2,2,-0.5485,-0.2743,0.6832,394.07,0.7233,0,0
USA,149,4686,2,1,1,2,1,1,1,1,2,2,1,1,4,3,1,2,3,3,2,1,1,,3,3,-0.0118,-0.6208,-0.2055,456.76,0.3081,0,0
USA,149,4682,2,2,3,1,2,1,3,2,1,3,3,2,4,3,2,1,2,2,1,3,3,4,3,4,0.7826,0.0385,-0.5436,512.32,0.3962,0,0
USA,149,4709,2,1,2,2,1,2,1,2,1,2,2,3,3,4,2,1,2,2,1,3,2,3,1,1,-0.5485,-1.0185,0.1036,513.68,0.6151,0,0
USA,149,4691,1,3,3,2,3,1,4,1,1,3,3,4,3,4,2,3,4,4,2,3,3,4,4,4,1.1341,0.6034,1.7893,560.26,0.6915,0,0
USA,149,4694,2,2,3,2,3,2,3,2,2,3,2,1,2,2,4,1,1,2,2,3,4,2,4,2,-1.0786,1.4986,-1.3817,576.69,1.4571,0,0
USA,149,4683,2,2,2,2,1,2,2,2,2,2,1,1,2,3,2,1,1,1,1,2,2,1,1,2,-1.6827,-1.0185,-1.3817,438.48,-0.2149,0,0
USA,149,4687,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,3,1,2,3,3,4,3,3,0.4861,0.3277,-1.9702,403.45,0.5429,0,0
USA,149,4707,2,1,1,2,1,2,1,2,2,1,1,4,3,3,2,1,3,1,1,3,1,1,1,1,-0.8077,-1.5227,-0.2055,452.03,0.9819,0,0
USA,149,4703,2,1,1,2,2,2,3,2,1,3,1,2,4,3,3,2,2,1,2,1,2,3,2,2,-0.5485,0.0385,-0.5436,536.93,0.7094,0,0
USA,149,4697,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,427.26,-0.0829,0,0
USA,149,4702,1,1,1,1,1,1,1,1,1,4,1,3,3,1,1,1,1,1,1,1,1,1,2,1,-2.0532,-1.5227,-1.3817,442.57,-0.6934,0,0
USA,150,4730,2,2,2,2,2,2,3,2,2,2,2,2,3,4,4,2,3,3,2,2,2,3,2,4,0.2159,0.3277,0.395,494.73,0.1864,1,0
USA,150,4729,2,1,2,2,2,2,3,2,1,2,1,1,3,3,3,3,3,3,2,3,3,3,1,2,-0.0411,0.0385,0.1036,441.59,-0.7972,1,0
USA,150,4752,2,2,2,2,3,2,3,2,2,2,3,3,2,,2,3,2,3,2,3,3,2,3,2,-0.8077,0.3277,0.7879,540.49,-0.6,1,0
USA,150,4741,1,4,3,1,4,1,3,1,1,4,4,4,4,4,2,4,4,4,2,4,1,4,1,4,2.504,-1.0185,2.6934,497.12,-1.0941,1,0
USA,150,4746,1,3,3,2,3,1,4,2,1,4,3,3,3,3,4,3,4,3,4,4,3,4,3,4,1.6056,1.4986,0.6832,601.34,-1.5594,1,
USA,150,4739,2,2,3,1,3,2,2,2,1,4,2,3,2,4,3,2,3,3,2,1,2,4,2,4,-0.0411,0.0385,0.6832,520.15,-0.8131,1,0
USA,150,4743,2,2,2,2,3,2,2,2,2,2,2,2,3,1,2,3,2,1,2,1,2,2,3,2,-1.0786,0.0385,-0.9276,271.18,-1.2592,0,0
USA,150,4734,2,1,1,2,1,2,2,1,1,1,1,2,1,2,3,1,2,1,1,1,1,4,1,1,-1.3664,-1.0185,-1.3817,520.07,-0.4753,1,0
USA,150,4721,1,2,1,1,2,2,2,2,2,1,1,3,4,4,4,2,3,2,1,2,2,4,1,2,0.2159,-0.2743,0.395,600.47,0.0053,1,0
USA,150,4750,2,1,2,2,2,2,2,2,1,3,2,2,3,3,3,3,3,4,1,2,3,4,3,3,0.2159,0.3277,0.6832,519.28,0.1864,1,0
USA,150,4728,2,3,3,2,3,1,3,2,2,3,3,4,3,3,3,2,4,3,3,3,4,3,3,3,0.4861,1.1676,0.6832,672.36,0.7805,1,0
USA,150,4747,2,2,2,2,3,2,2,2,2,2,2,3,3,4,4,3,4,3,3,3,4,4,2,2,0.4861,1.1676,0.9843,406.56,-1.7851,1,0
USA,150,4751,2,2,2,2,1,2,3,2,2,2,1,2,3,2,2,2,3,2,1,3,3,2,1,4,0.2159,-0.6208,-0.5436,437.7,-1.3892,1,0
USA,150,4731,2,1,1,2,1,2,1,2,2,1,3,2,2,3,2,2,2,2,1,2,1,4,2,3,-0.2945,-1.0185,-0.2055,364.69,-0.9688,1,0
USA,150,4720,1,1,3,1,3,2,4,2,2,2,3,4,4,4,3,4,3,4,2,4,4,4,2,1,0.4861,0.6034,2.6934,411.32,-0.8383,1,0
USA,150,4726,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,-2.0532,-1.5227,-0.5436,436.35,-0.3113,1,0
USA,150,4735,2,1,3,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.9276,396.31,-0.1248,1,0
USA,150,4748,2,3,3,2,1,2,2,2,2,3,3,2,3,3,3,2,2,2,2,3,3,3,3,2,-0.2945,0.6034,-0.2055,535.09,-1.6202,1,0
USA,150,4722,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,-0.5485,-0.2743,-0.2055,386.7,-0.2895,1,0
USA,150,4717,1,4,3,1,4,1,4,1,1,2,4,4,4,4,4,1,4,1,4,4,4,4,4,4,2.504,2.7571,0.1036,671.33,0.8661,1,0
USA,150,4719,1,3,3,1,3,1,3,1,1,3,3,3,2,3,3,3,3,3,1,2,1,2,1,2,-0.8077,-1.0185,0.6832,519.52,0.726,1,0
USA,150,4744,1,3,3,1,4,1,3,1,1,3,4,3,3,4,3,1,2,2,1,2,2,3,2,2,-0.5485,-0.2743,0.1036,484.26,-0.7919,0,0
USA,150,4742,2,2,2,1,2,2,3,2,2,2,2,3,1,2,2,2,1,1,3,2,1,3,1,2,-1.3664,-0.6208,-0.5436,460.13,-0.7602,0,0
USA,150,4725,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,4,4,2,3,1,4,1,3,0.7826,-0.6208,0.9843,417.88,-0.8742,0,0
USA,150,4749,2,2,3,1,3,2,2,2,2,3,2,4,2,4,2,3,3,3,2,2,1,3,3,4,-0.0411,-0.2743,1.3297,522.82,-0.5201,0,0
USA,150,4745,1,1,3,1,2,2,2,1,2,4,1,2,4,2,2,2,3,2,1,2,2,3,3,2,-0.0411,-0.2743,-0.5436,428.62,-0.6439,0,0
USA,150,4724,1,1,1,1,1,1,1,2,1,1,1,2,2,3,1,4,4,4,3,1,1,2,1,2,-0.8077,-1.0185,0.9843,415.8,0.4206,0,0
USA,150,4732,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,3,3,3,2,3,2,1,1,-1.0786,0.0385,-0.2055,358,-0.9343,0,0
USA,150,4753,2,1,2,2,1,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,334.51,-0.6159,0,0
USA,150,4733,1,4,2,1,3,1,4,2,1,4,3,3,4,4,4,3,4,4,2,4,4,4,2,4,2.504,0.8778,1.3297,622.08,0.3565,1,0
USA,150,4718,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,453.88,0.8069,0,0
USA,150,4723,1,1,1,1,1,1,1,2,2,2,1,2,4,4,2,2,4,3,2,3,4,4,1,3,1.1341,0.0385,0.395,432.55,1.3613,0,0
USA,150,4740,1,1,2,2,3,2,2,2,2,3,3,2,3,3,3,2,3,3,1,2,3,4,1,2,-0.0411,-0.2743,0.1036,483.62,-0.9227,0,0
USA,150,4738,2,1,1,,,1,1,2,1,,1,3,3,3,3,2,,3,2,2,3,4,2,4,0.5849,0.3277,0.395,305.41,0.0707,0,0
USA,150,4736,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,3,1,1,2,1,1,2,2,-1.3664,-1.0185,-1.3817,333.63,-1.304,0,0
USA,150,4727,2,1,1,2,1,1,1,2,2,1,1,3,3,3,2,2,3,3,2,3,2,3,2,2,-0.0411,-0.2743,0.395,464.46,-1.1809,0,0
USA,150,4737,1,2,2,1,2,2,1,1,2,1,1,3,2,3,3,2,2,1,2,2,1,2,2,2,-1.0786,-0.2743,-0.2055,438.48,0.7971,0,0
USA,150,4716,1,2,2,1,2,1,2,2,1,2,2,4,3,4,4,2,2,2,2,2,2,2,2,2,-0.8077,0.3277,0.6832,371.79,1.2156,0,0
USA,151,4760,2,2,3,2,2,1,2,2,2,2,1,3,4,3,2,2,4,3,2,3,2,3,3,4,1.1341,0.0385,0.395,491.16,0.7649,1,1
USA,151,4755,1,1,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,0.2159,0.6034,0.6832,301.69,-0.8023,1,0
USA,151,4770,2,3,2,2,2,1,3,2,2,3,1,2,2,2,2,1,2,1,1,2,1,2,1,2,-1.0786,-1.5227,-1.3817,448.74,-1.2553,1,1
USA,151,4754,2,3,,2,4,1,3,2,1,4,3,3,4,4,3,3,4,3,3,3,4,4,4,3,1.1341,1.4986,0.9843,398.45,-0.6765,1,0
USA,151,4767,2,2,3,2,2,2,3,2,2,2,3,1,2,2,1,1,4,3,3,3,3,4,2,3,0.4861,0.0385,-0.9276,397.98,0.9453,1,0
USA,151,4776,2,1,3,,,,3,2,,3,,,3,,3,3,3,,3,,3,3,3,4,0.478,0.8778,1.0286,293.67,-1.0225,1,
USA,151,4764,2,2,1,2,1,2,1,1,2,2,1,3,3,3,2,3,3,2,2,2,3,3,2,4,0.2159,0.0385,0.395,446.75,0.4268,1,0
USA,151,4772,2,2,3,1,3,1,4,2,1,2,3,3,2,3,2,2,2,2,2,1,2,3,3,2,-1.0786,0.0385,0.1036,511.57,-0.6811,1,1
USA,151,4765,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,,4,2,1,2,1,3,2,4,0.7826,-1.0185,-0.7811,532.31,0.1044,1,
USA,151,4775,2,2,3,2,3,2,4,2,2,3,3,1,2,2,3,1,3,2,2,1,1,2,1,2,-1.0786,-0.6208,-1.3817,399.33,-1.8578,1,0
USA,151,4766,2,1,2,1,1,2,1,2,2,2,1,4,4,4,2,2,2,3,2,2,2,2,2,3,-0.2945,-0.2743,0.9843,363.5,-0.9919,1,0
USA,151,4777,2,3,,1,,,4,1,1,3,4,2,,4,,3,,,,3,,3,,4,0.7519,,0.7412,450.25,0.4732,1,0
USA,151,4763,2,3,3,2,2,1,3,2,1,3,2,3,2,3,3,4,3,4,4,3,2,3,3,3,-0.0411,0.8778,1.3297,450.64,-0.1424,1,0
USA,151,4762,1,4,4,1,4,1,4,1,1,4,4,4,4,4,4,4,4,4,1,3,,4,2,1,0.4861,0.1612,2.6934,396.39,1.0073,1,0
USA,151,4758,2,2,3,2,2,1,1,2,2,1,4,3,2,1,2,2,2,3,4,2,2,2,2,1,-1.3664,0.3277,-0.2055,267.73,-0.4977,0,0
USA,151,4774,2,2,2,2,2,2,3,2,2,2,2,2,3,,1,1,3,3,1,2,1,1,1,1,-1.0786,-2.4098,-0.3521,439.45,-1.541,0,1
USA,151,4771,1,2,2,1,3,1,2,2,1,3,2,2,3,4,1,2,4,3,2,1,3,3,3,2,-0.2945,0.0385,0.395,451.87,-0.1795,0,0
USA,151,4756,2,3,2,1,1,2,3,2,2,1,2,2,3,2,1,1,3,2,1,2,1,1,1,3,-0.5485,-2.4098,-0.9276,455.08,-1.1166,0,0
USA,151,4759,2,2,2,2,2,1,2,2,1,3,2,2,2,2,2,2,1,1,1,2,2,2,1,2,-1.3664,-1.0185,-0.9276,429.91,-1.3562,0,
USA,151,4761,2,1,1,1,2,1,1,2,2,3,1,1,2,2,1,1,4,2,1,1,1,1,1,2,-1.0786,-2.4098,-1.3817,339.16,-0.9103,0,0
USA,151,4773,2,2,1,2,2,1,1,2,2,1,2,3,4,4,2,2,4,3,1,1,2,3,2,4,0.4861,-0.6208,0.6832,463.98,-0.2059,0,0
USA,151,4768,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,3,1,1,2,1,2,1,2,-1.0786,-1.5227,-1.3817,366.98,-1.2286,0,
USA,151,4769,2,2,2,2,2,1,3,1,1,3,2,3,3,3,2,2,3,2,2,2,1,3,3,3,-0.0411,-0.2743,0.1036,451.87,-0.9607,0,0
USA,151,4757,2,1,1,1,1,2,2,2,2,1,1,2,2,3,2,1,3,,2,,2,2,3,3,-0.4636,0.0385,-0.4768,423.57,0.8756,0,0
USA,152,4787,1,3,3,2,2,1,3,2,1,3,4,3,3,4,3,2,2,2,1,2,3,3,2,2,-0.5485,0.0385,0.395,383.2,-0.3905,1,0
USA,152,4801,2,3,3,1,3,1,3,2,1,3,3,2,4,4,2,1,3,2,1,2,1,3,1,4,0.4861,-1.5227,-0.2055,485.2,0.0424,1,1
USA,152,4800,2,2,2,2,1,1,2,2,1,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,-0.5485,-0.2743,-0.5436,509.19,-0.2641,1,1
USA,152,4798,2,2,3,2,1,1,2,2,2,3,3,2,3,3,2,2,3,4,2,2,2,3,1,3,-0.0411,-0.6208,0.395,537,-0.1832,1,1
USA,152,4781,2,2,3,2,3,2,3,2,2,3,3,4,4,4,4,4,4,4,2,4,4,4,2,2,1.1341,0.8778,2.6934,493.07,-0.0211,1,0
USA,152,4788,2,2,2,2,2,2,3,2,2,3,3,3,4,4,4,4,4,4,2,4,3,4,3,4,2.504,0.8778,1.7893,542,1.0277,1,0
USA,152,4795,1,4,4,1,4,1,4,1,1,4,3,4,4,3,1,1,4,4,1,4,1,4,1,2,1.1341,-2.4098,0.6832,564.8,-0.6784,1,0
USA,152,4790,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,-2.0532,-1.0185,-0.5436,439.84,-0.8131,1,0
USA,152,4779,2,2,2,2,2,2,2,2,2,3,2,4,4,4,3,1,4,3,1,4,1,4,1,3,1.6056,-1.0185,0.6832,503.39,,1,1
USA,152,4796,2,3,3,1,3,1,4,2,1,4,4,2,4,3,3,3,3,3,2,2,2,3,2,3,0.2159,0.0385,0.395,510.62,-0.4653,1,1
USA,152,4789,2,1,1,2,3,2,3,2,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,0.2159,0.8778,0.1036,510.86,-0.1518,1,1
USA,152,4784,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,2,2,2,2,3,-0.5485,-1.0185,-0.2055,569.8,-0.4703,1,1
USA,152,4792,2,3,3,2,1,2,3,2,1,3,4,3,2,4,2,2,3,2,2,4,3,4,2,3,0.4861,0.0385,0.395,520.87,0.606,1,1
USA,152,4794,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,3,3,3,2,2,3,2,-0.8077,0.3277,-0.2055,407.94,0.2719,0,1
USA,152,4793,,2,2,2,2,2,2,,2,,,,,,,1,2,3,2,,,,2,,-1.0559,-0.0329,-0.179,394.07,-0.8308,0,
USA,152,4791,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2,2,3,3,2,2,2,-0.2945,0.3277,0.1036,459.57,-1.0769,0,1
USA,152,4783,1,1,1,1,1,1,1,1,1,4,1,2,2,2,3,3,1,1,2,2,1,1,3,4,-1.0786,0.0385,-0.5436,406.5,-0.9895,0,1
USA,152,4780,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,3,3,2,2,2,3,2,2,-0.2945,-0.2743,0.395,442.33,-0.0829,0,1
USA,152,4799,2,3,3,1,2,2,3,2,1,4,2,3,3,2,2,2,3,2,2,3,2,3,2,3,0.2159,-0.2743,-0.2055,546.87,-1.1318,0,0
USA,152,4778,2,3,3,2,3,1,3,2,2,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,-0.0411,0.6034,0.395,440.57,0.4519,0,1
USA,152,4785,2,2,3,2,2,2,2,1,2,2,2,2,3,4,2,2,3,3,2,2,2,2,3,3,-0.2945,0.0385,0.395,453.8,-0.5441,0,1
USA,152,4802,1,3,2,1,2,1,3,2,1,3,2,3,4,3,4,2,4,2,3,3,2,4,2,3,1.1341,0.6034,0.1036,510.64,1.0548,0,1
USA,152,4782,2,2,3,1,2,2,3,2,1,4,2,3,4,3,4,2,4,3,4,3,3,4,4,3,1.1341,1.9347,0.395,525.23,0.4649,0,1
USA,152,4786,2,2,3,2,4,2,3,2,1,2,2,3,3,4,3,2,3,4,4,3,2,4,3,3,0.4861,0.8778,0.9843,637.62,-1.0354,0,1
USA,152,4797,2,1,1,2,1,1,1,2,2,1,1,2,2,3,2,2,2,2,3,3,2,2,3,2,-0.8077,0.3277,-0.2055,310.38,-0.5246,0,0
USA,153,4836,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,1,3,2,3,3,2,-0.0411,-0.2743,-0.2055,420.22,-0.0726,1,1
USA,153,4803,2,2,1,2,2,2,3,2,2,1,1,1,2,2,3,1,1,2,3,1,3,2,3,1,-2.0532,0.8778,-1.3817,607.54,0.9041,1,0
USA,153,4827,1,1,1,1,1,1,4,2,1,4,1,3,4,4,4,2,2,2,2,2,2,3,2,1,-0.5485,0.3277,0.395,510.94,-0.5319,1,1
USA,153,4810,2,2,2,2,2,2,3,1,2,2,3,1,3,2,1,1,2,2,1,3,1,3,1,1,-0.5485,-2.4098,-1.3817,446.2,-1.3621,1,0
USA,153,4829,2,2,2,2,2,2,3,2,2,2,3,2,3,2,1,2,1,2,1,1,1,2,1,1,-1.6827,-2.4098,-0.5436,548.36,1.5528,1,0
USA,153,4813,2,4,2,1,4,2,2,2,2,2,2,3,2,4,3,3,3,4,2,3,4,3,3,4,0.2159,0.8778,1.3297,467.09,0.028,1,0
USA,153,4816,2,3,3,1,3,1,3,2,1,3,3,2,3,2,3,1,3,3,2,3,2,4,3,2,0.2159,0.3277,-0.5436,582.83,-0.0276,1,0
USA,153,4812,2,2,3,2,1,2,2,1,2,2,2,2,2,3,1,1,2,2,1,2,2,2,2,2,-1.0786,-1.0185,-0.5436,365.17,0.058,1,0
USA,153,4828,2,2,3,2,2,2,2,2,2,3,2,3,4,3,4,2,3,2,1,3,3,3,2,3,0.4861,0.3277,0.1036,499.34,0.4289,1,0
USA,153,4826,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,4,3,2,3,3,4,2,3,0.7826,0.0385,-0.2055,530.08,1.4736,1,0
USA,153,4809,1,4,4,1,4,1,4,2,1,4,3,2,3,4,2,1,2,3,2,3,2,4,2,2,-0.0411,-0.2743,0.1036,560.91,0.8224,1,0
USA,153,4819,2,3,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,368.42,,1,0
USA,153,4834,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,4,4,1,2,1,4,1,2,0.2159,-2.4098,0.1036,471.22,-0.7543,1,0
USA,153,4835,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,-2.5423,-2.4098,-0.9276,440.79,0.1649,1,0
USA,153,4838,2,4,4,2,4,1,4,2,1,4,3,3,4,3,2,2,3,3,1,2,3,3,2,4,0.4861,-0.2743,0.395,485.68,0.5324,1,0
USA,153,4822,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,-0.5485,0.0385,0.6832,403.38,0.8772,1,1
USA,153,4833,2,1,1,2,2,2,2,2,1,3,1,2,4,3,3,3,3,4,3,4,3,3,3,3,0.7826,0.8778,0.6832,566.39,0.7883,1,0
USA,153,4821,2,2,3,1,2,2,1,2,2,3,3,3,2,3,3,4,4,2,2,2,3,3,4,3,-0.0411,0.8778,0.6832,415.45,0.5249,1,0
USA,153,4825,2,1,1,2,1,2,2,2,1,2,2,2,3,3,3,2,3,3,2,2,2,2,2,2,-0.5485,0.0385,0.1036,408.9,0.3107,0,0
USA,153,4805,2,2,2,2,3,2,1,1,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,4,0.4861,0.8778,0.395,428.3,0.5539,0,1
USA,153,4807,1,1,1,1,1,1,1,2,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,382.69,0.1593,0,0
USA,153,4818,1,1,2,2,1,2,1,1,2,2,2,2,2,3,2,2,2,2,1,1,3,4,1,2,-0.8077,-0.6208,-0.2055,432.55,0.1108,0,0
USA,153,4824,2,2,3,1,3,2,3,2,2,3,3,2,3,2,2,4,2,3,3,3,3,3,3,2,-0.2945,0.6034,0.395,449.71,1.4255,0,0
USA,153,4815,2,2,2,1,3,1,3,2,1,3,2,1,3,1,2,1,4,2,1,4,2,4,2,3,1.1341,-0.6208,-1.9702,630.16,-0.1621,0,0
USA,153,4831,2,2,3,2,2,2,3,2,2,2,2,3,2,4,3,2,3,4,3,2,3,4,3,2,-0.2945,0.8778,0.9843,347.74,0.1864,0,1
USA,153,4820,2,1,2,2,1,2,3,2,1,3,1,2,3,3,4,4,4,3,1,1,1,4,1,3,0.2159,-0.6208,0.6832,481.13,1.3443,0,0
USA,153,4808,1,2,2,1,2,1,3,1,1,4,3,4,4,4,4,1,4,2,3,4,2,4,2,3,1.6056,0.6034,0.395,343.01,1.3771,0,0
USA,153,4832,2,2,1,2,1,2,4,2,2,2,2,4,3,2,1,1,2,2,2,1,2,4,1,2,-0.5485,-1.0185,-0.2055,446.82,1.1846,0,0
USA,153,4804,2,2,2,2,3,2,3,2,2,2,2,3,3,3,4,2,4,2,3,3,3,4,3,4,1.1341,1.1676,0.1036,484.02,1.6908,0,0
USA,153,4814,2,2,3,2,3,1,4,2,1,2,1,4,4,3,3,2,4,3,3,4,4,4,3,2,1.1341,1.1676,0.6832,387.98,0.2378,0,0
USA,153,4811,2,2,3,2,2,2,2,2,2,3,2,3,4,4,2,1,2,1,1,3,1,4,2,3,0.4861,-1.0185,-0.2055,613.25,1.2948,0,0
USA,153,4806,2,2,1,2,2,2,3,2,2,2,2,2,4,4,1,2,2,3,1,3,2,2,1,1,-0.5485,-1.5227,0.395,427.02,0.5626,0,0
USA,153,4823,2,3,3,2,3,1,3,2,2,3,2,2,4,2,2,2,4,3,2,3,2,4,2,3,1.1341,-0.2743,-0.2055,657.9,0.4464,0,0
USA,153,4817,2,1,2,2,2,2,2,2,2,3,2,2,3,3,2,2,3,3,2,3,2,3,2,3,0.2159,-0.2743,0.1036,374.03,-0.8023,0,0
USA,153,4837,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,3,2,1,4,1,4,1,3,1.1341,-1.0185,0.9843,429.11,0.7707,0,0
USA,153,4830,1,1,2,1,2,2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,,,,2.1906,2.5306,2.6934,354.39,1.9785,0,0
USA,154,4851,1,4,4,2,3,1,4,2,1,4,4,2,3,4,3,3,3,4,2,3,4,3,2,3,0.2159,0.6034,0.9843,648.85,0.9812,1,1
USA,154,4841,1,4,4,1,3,1,4,2,1,3,4,2,3,1,3,1,3,2,2,3,3,4,3,3,0.4861,0.6034,-1.3817,592.05,1.4235,1,0
USA,154,4863,2,4,2,2,2,2,3,2,2,2,2,2,4,2,1,2,3,3,1,3,2,4,2,3,0.7826,-1.0185,-0.2055,707.79,1.166,1,0
USA,154,4843,1,1,1,1,1,2,1,2,1,4,1,3,4,3,2,1,2,4,2,4,2,4,2,1,0.2159,-0.2743,0.395,507.52,2.337,1,0
USA,154,4839,1,4,3,1,4,1,4,1,1,3,4,3,4,1,3,2,4,1,2,4,3,4,2,4,2.504,0.3277,-0.9276,717.32,1.4472,1,0
USA,154,4852,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,3,2,3,2,2,-0.0411,0.0385,0.395,617.26,0.9389,0,0
USA,154,4862,2,3,3,2,2,2,3,2,1,4,2,3,4,3,2,2,3,3,2,3,2,4,2,3,0.7826,-0.2743,0.395,635.78,0.4251,0,0
USA,154,4847,2,3,3,2,4,1,3,1,2,2,3,2,3,2,2,3,2,4,1,3,1,4,2,1,-0.2945,-1.0185,0.395,661.56,0.1998,1,0
USA,154,4860,2,2,2,2,2,2,3,2,2,1,2,3,4,2,1,1,2,3,1,1,1,4,1,1,-0.5485,-2.4098,-0.2055,654.38,1.1815,0,0
USA,154,4840,2,1,2,1,1,2,3,2,1,4,1,4,3,4,3,1,4,4,3,4,3,4,2,4,1.6056,0.6034,0.9843,592.57,0.8333,0,0
USA,154,4854,1,3,3,2,4,1,4,2,1,3,2,4,4,4,3,1,4,1,1,4,1,4,1,4,2.504,-1.0185,0.1036,613.81,1.4996,0,0
USA,154,4845,1,3,3,2,3,1,3,2,1,3,2,3,4,3,4,2,4,3,4,4,4,4,3,3,1.6056,1.9347,0.395,685.96,1.3179,0,0
USA,154,4848,1,3,3,2,3,1,3,1,1,3,2,2,3,3,4,2,3,2,2,3,2,3,3,2,-0.0411,0.6034,-0.2055,594.33,2.0466,0,0
USA,154,4855,1,1,2,2,2,2,2,2,2,2,2,2,4,2,3,1,1,4,1,3,2,4,2,3,0.2159,-0.2743,-0.2055,608.12,0.8133,0,0
USA,154,4844,2,3,3,1,4,1,4,2,1,3,2,4,4,4,2,4,3,2,2,1,1,4,1,1,-0.2945,-1.0185,1.3297,538.53,0.5532,0,0
USA,154,4853,2,3,2,2,3,1,3,2,1,2,2,4,3,3,3,4,4,4,3,3,2,4,3,2,0.4861,0.6034,1.7893,434.72,1.2195,0,0
USA,154,4858,1,3,3,2,4,2,3,2,1,4,3,2,1,4,3,1,2,4,3,2,2,4,3,3,-0.5485,0.6034,0.395,635.78,0.9812,0,0
USA,154,4859,2,2,2,1,2,2,3,2,2,2,1,4,4,3,2,3,2,4,1,2,1,3,1,2,-0.2945,-1.5227,1.3297,511.44,1.2915,0,0
